ID,Nom,Effet,Rareté,Set
P-055,"Monkey.D.Luffy","[On Play] You may trash 2 cards from your hand: Youropponent places 1 of their Characters at the bottom of theowner's deck.",P,"Sealed Battle Kit Vol.1"
P-055_p1,"Monkey.D.Luffy","[On Play] You may trash 2 cards from your hand: Your
                    opponent places 1 of their Characters at the bottom of the
                    owner's deck.",P,"-ONE PIECE CARD THE BEST- [PRB-01]"
P-055_p2,"Monkey.D.Luffy","[On Play] You may trash 2 cards from your hand: Your
                    opponent places 1 of their Characters at the bottom of the
                    owner's deck.",P,"-ONE PIECE CARD THE BEST- [PRB-01]"
P-055_p3,"Monkey.D.Luffy","[On Play] You may trash 2 cards from your hand: Your
                    opponent places 1 of their Characters at the bottom of the
                    owner's deck.",P,"-ONE PIECE CARD THE BEST- [PRB-01]"
P-056,"Roronoa Zoro","[On Play] ➁ (You may rest the specified number of DON!!cards in your cost area.): Return up to 1 Character with acost of 5 or less to the owner's hand.",P,"Sealed Battle Kit Vol.1"
P-057_p1,"Fleeting Lullaby","[Main] If your Leader is [Uta], up to 2 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.",P,"-Green Uta- [ST-16]"
P-058_p1,"Where the Wind Blows","[Main] If your Leader is [Uta], set all of your {FILM} type Characters as active at the end of this turn.",P,"-Green Uta- [ST-16]"
P-059_p1,"The World's Continuation","[Counter] If your Leader is [Uta], you may return any number of Characters on your field to the owner's hand. Up to 1 of your Leader or Character cards gains +2000 power during this battle for every returned Character.",P,"-Green Uta- [ST-16]"
P-060_p1,"Tot Musica","[Main] You may rest 1 of your [Uta] cards: Rest up to 2 of your opponent's DON!! cards.<br>",P,"-Green Uta- [ST-16]"
P-061_p1,"Monkey.D.Luffy","-",P,"-Green Uta- [ST-16]"
P-062,"Hody & Hyouzou","[Activate: Main] [Once Per Turn] Rest up to 1 of youropponent's Characters with a cost of 4 or less and thisCharacter gains +1000 power during this turn. Then, add 1card from the top of your Life cards to your hand.",P,"Pirates Party Vol.6"
P-068,"Sanji","[Activate: Main] You may trash this Character: Look at 5cards from the top of your deck and place them at the top orbottom of the deck in any order.",P,"Pirates Party Vol.7"
P-076,"Sakazuki","[Activate: Main] [Once Per Turn] You may trash 1 {Navy} typecard from your hand: Give up to 1 of your opponent'sCharacters －1 cost during this turn.",P,"Pirates Party Vol.7"
PRB01-001,"Sanji","[Activate: Main] [Once Per Turn] Up to 1 of your Characters
                    without an [On Play] effect and with a cost of 8 or less
                    gains [Rush] during this turn.<br>(This card can attack on
                    the turn in which it is played.)",L,"-ONE PIECE CARD THE BEST- [PRB-01]"
PRB01-001_p1,"Sanji","[Activate: Main] [Once Per Turn] Up to 1 of your Characters
                    without an [On Play] effect and with a cost of 8 or less
                    gains [Rush] during this turn.<br>(This card can attack on
                    the turn in which it is played.)",L,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST01-001,"Monkey.D.Luffy","[Activate: Main] [Once Per Turn] Give this Leader or 1 of your Characters up to 1 rested DON!! card.",L,"-Straw Hat Crew-[ST-01]"
ST01-002,"Usopp","[DON!! x2] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 5000 or more power during this battle.",C,"-Straw Hat Crew-[ST-01]"
ST01-002_p1,"Usopp","[DON!! x2] [When Attacking] Your opponent cannot activate a [Blocker] Character that has 5000 or more power during this battle.",C,"Premium Card Collection -FILM RED Edition-"
ST01-002_p2,"Usopp","[DON!! x2] [When Attacking] Your opponent cannot activate a[Blocker] Character that has 5000 or more power during thisbattle.",C,"Premium Card Collection -25th Edition-"
ST01-003,"Karoo","-",C,"-Straw Hat Crew-[ST-01]"
ST01-004,"Sanji","[DON!! x2] This Character gains [Rush].<br>(This card can attack on the turn in which it is played.)",C,"-Straw Hat Crew-[ST-01]"
ST01-004_p1,"Sanji","[DON!! x2] This Character gains [Rush].<br>(This card can attack on the turn in which it is played.)",C,"Included in Online Regional Participation Pack Vol.1"
ST01-004_p2,"Sanji","[DON!! x2] This Character gains [Rush].<br>(This card can attack on the turn in which it is played.)",C,"Premium Card Collection -FILM RED Edition-"
ST01-005,"Jinbe","[DON!! x1] [When Attacking] Up to 1 of your Leader or Character cards other than this card gains +1000 power during this turn.",C,"-Straw Hat Crew-[ST-01]"
ST01-005_p1,"Jinbe","[DON!! x1] [When Attacking] Up to 1 of your Leader orCharacter cards other than this card gains +1000 powerduring this turn.",C,"Premium Card Collection -25th Edition-"
ST01-005_p2,"Jinbe","[DON!! x1] [When Attacking] Up to 1 of your Leader orCharacter cards other than this card gains +1000 powerduring this turn.",C,"GIFT COLLECTION 2023 [GC-01]"
ST01-006,"Tony Tony.Chopper","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-Straw Hat Crew-[ST-01]"
ST01-006_p1,"Tony Tony.Chopper","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"Premium Card Collection -FILM RED Edition-"
ST01-006_p2,"Tony Tony.Chopper","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)",C,"Premium Card Collection -25th Edition-"
ST01-006_p3,"Tony Tony.Chopper","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)",C,"GIFT COLLECTION 2023 [GC-01]"
ST01-006_p5,"Tony Tony.Chopper","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST01-006_p6,"Tony Tony.Chopper","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST01-006_p7,"Tony Tony.Chopper","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST01-006_p8,"Tony Tony.Chopper","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST01-007,"Nami","[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",C,"-Straw Hat Crew-[ST-01]"
ST01-007_p1,"Nami","[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",C,"Premium Card Collection -FILM RED Edition-"
ST01-007_p2,"Nami","[Activate: Main] [Once Per Turn] Give up to 1 rested DON!!card to your Leader or 1 of your Characters.",C,"Tournament Pack Vol.3"
ST01-007_p3,"Nami","[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",TR,"-WINGS OF THE CAPTAIN-[OP06]"
ST01-008,"Nico Robin","-",C,"-Straw Hat Crew-[ST-01]"
ST01-008_p1,"Nico Robin","-",C,"Premium Card Collection -25th Edition-"
ST01-008_p2,"Nico Robin","-",C,"GIFT COLLECTION 2023 [GC-01]"
ST01-009,"Nefeltari Vivi","-",C,"-Straw Hat Crew-[ST-01]"
ST01-009_p1,"Nefeltari Vivi","-",C,"Pre-Release OP03"
ST01-010,"Franky","-",C,"-Straw Hat Crew-[ST-01]"
ST01-010_p1,"Franky","-",C,"Premium Card Collection -25th Edition-"
ST01-011,"Brook","[On Play] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.",C,"-Straw Hat Crew-[ST-01]"
ST01-011_p1,"Brook","[On Play] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.",C,"Premium Card Collection -FILM RED Edition-"
ST01-011_p2,"Brook","[On Play] Give up to 2 rested DON!! cards to your Leader or1 of your Characters.",C,"Tournament Pack Vol.4"
ST01-012,"Monkey.D.Luffy","[Rush] (This card can attack on the turn in which it is played.)<br>[DON!! x2] [When Attacking] Your opponent cannot activate [Blocker] during this battle.",SR,"-Straw Hat Crew-[ST-01]"
ST01-012_p1,"Monkey.D.Luffy","[Rush] (This card can attack on the turn in which it is played.)<br>[DON!! x2] [When Attacking] Your opponent cannot activate [Blocker] during this battle.",SP CARD,"-PILLARS OF STRENGTH- [OP03]"
ST01-012_p2,"Monkey.D.Luffy","[Rush] (This card can attack on the turn in which it is played.)<br>[DON!! x2] [When Attacking] Your opponent cannot activate [Blocker] during this battle.",SR,"OP-05"
ST01-012_p3,"Monkey.D.Luffy","[Rush] (This card can attack on the turn in which it is played.)<br>[DON!! x2] [When Attacking] Your opponent cannot activate [Blocker] during this battle.",SR,"OP-05"
ST01-012_p4,"Monkey.D.Luffy","[Rush] (This card can attack on the turn in which it isplayed.)<br>[DON!! x2] [When Attacking] Your opponentcannot activate [Blocker] during this battle.",SR,"Tournament Pack Vol.5"
ST01-013,"Roronoa Zoro","[DON!! x1] This Character gains +1000 power.",SR,"-Straw Hat Crew-[ST-01]"
ST01-013_p1,"Roronoa Zoro","[DON!! x1] This Character gains +1000 power.",SR,"Premium Card Collection -FILM RED Edition-"
ST01-013_p2,"Roronoa Zoro","[DON!! x1] This Character gains +1000 power.",SR,"GIFT COLLECTION 2023 [GC-01]"
ST01-014,"Guard Point","[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle.",C,"-Straw Hat Crew-[ST-01]"
ST01-014_p1,"Guard Point","[Counter] Up to 1 of your Leader or Character cards gains
                    +3000 power during this battle.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST01-014_p2,"Guard Point","[Counter] Up to 1 of your Leader or Character cards gains
                    +3000 power during this battle.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST01-014_p3,"Guard Point","[Counter] Up to 1 of your Leader or Character cards gains
                    +3000 power during this battle.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST01-015,"Gum-Gum Jet Pistol","[Main] K.O. up to 1 of your opponent's Characters with 6000 power or less.",C,"-Straw Hat Crew-[ST-01]"
ST01-016,"Diable Jambe","[Main] Select up to 1 of your {Straw Hat Crew} type Leader or Character cards. Your opponent cannot activate [Blocker] if that Leader or Character attacks during this turn.",C,"-Straw Hat Crew-[ST-01]"
ST01-017,"Thousand Sunny","[Activate: Main] You may rest this Stage: Up to 1 {Straw Hat Crew} type Leader or Character card on your field gains +1000 power during this turn.",C,"-Straw Hat Crew-[ST-01]"
ST02-001,"Eustass"Captain"Kid","[Activate: Main] [Once Per Turn]  ③ (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: Set this Leader as active.",L,"-Worst Generation-[ST-02]"
ST02-002,"Vito","-",C,"-Worst Generation-[ST-02]"
ST02-003,"Urouge","[DON!! x1] If you have 3 or more Characters, this card gains +2000 power.",C,"-Worst Generation-[ST-02]"
ST02-004,"Capone"Gang"Bege","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-Worst Generation-[ST-02]"
ST02-004_p1,"Capone"Gang"Bege","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST02-004_p2,"Capone"Gang"Bege","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST02-004_p3,"Capone"Gang"Bege","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST02-004_p4,"Capone"Gang"Bege","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST02-005,"Killer","[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",C,"-Worst Generation-[ST-02]"
ST02-006,"Koby","-",C,"-Worst Generation-[ST-02]"
ST02-007,"Jewelry Bonney","[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",C,"-Worst Generation-[ST-02]"
ST02-007_p1,"Jewelry Bonney","[Activate: Main] ➀ (You may rest the specified number ofDON!! cards in your cost area.) You may rest this Character:Look at 5 cards from the top of your deck; reveal up to 1{Supernovas} type card and add it to your hand. Then, placethe rest at the bottom of your deck in any order.",C,"Tournament Pack Vol.3"
ST02-007_p2,"Jewelry Bonney","[Activate: Main] ➀ (You may rest the specified number ofDON!! cards in your cost area.) You may rest this Character:Look at 5 cards from the top of your deck; reveal up to 1{Supernovas} type card and add it to your hand. Then, placethe rest at the bottom of your deck in any order.",SP CARD,"-TWO LEGENDS- [OP-08]"
ST02-008,"Scratchmen Apoo","[DON!! x1] [When Attacking] Rest up to 1 of your opponent's DON!! cards.",C,"-Worst Generation-[ST-02]"
ST02-009,"Trafalgar Law","[On Play] Set up to 1 of your {Supernovas} or {Heart Pirates} type rested Characters with a cost of 5 or less as active.",SR,"-Worst Generation-[ST-02]"
ST02-010,"Basil Hawkins","[DON!! x1] [Once Per Turn] [Your Turn] If this Character battles your opponent's Character, set this card as active.",C,"-Worst Generation-[ST-02]"
ST02-011,"Heat","-",C,"-Worst Generation-[ST-02]"
ST02-012,"Bepo","-",C,"-Worst Generation-[ST-02]"
ST02-013,"Eustass"Captain"Kid","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[DON!! x1] [End of Your Turn] Set this Character as active.",SR,"-Worst Generation-[ST-02]"
ST02-013_p1,"Eustass"Captain"Kid","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)<br>[DON!!x1] [End of Your Turn] Set this Character as active.",SR,"Tournament Pack Vol.5"
ST02-014,"X.Drake","[DON!! x1] [Your Turn] If this Character is rested, your {Supernovas} or {Navy} type Leaders and Characters gain +1000 power.",C,"-Worst Generation-[ST-02]"
ST02-015,"Scalpel","[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, set up to 1 of your DON!! cards as active.",C,"-Worst Generation-[ST-02]"
ST02-016,"Repel","[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, set up to 1 of your DON!! cards as active.",C,"-Worst Generation-[ST-02]"
ST02-017,"Straw Sword","[Main] Rest up to 1 of your opponent's Characters.",C,"-Worst Generation-[ST-02]"
ST03-001,"Crocodile","[Activate: Main] [Once Per Turn] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Return up to 1 Character with a cost of 5 or less to the owner's hand.",L,"-The Seven Warlords of the Sea-[ST-03]"
ST03-002,"Edward Weevil","-",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-002_p1,"Edward Weevil","-",C,"-Blue Donquixote Doflamingo- [ST-17]"
ST03-003,"Crocodile","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[DON!! x1] [On Block] Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.",SR,"-The Seven Warlords of the Sea-[ST-03]"
ST03-003_p1,"Crocodile","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)<br>[DON!!x1] [On Block] Place up to 1 Character with a cost of 2 orless at the bottom of the owner's deck.",SR,"Tournament Pack Vol.5"
ST03-004,"Gecko Moria","[On Play] Add up to 1 {The Seven Warlords of the Sea} or {Thriller Bark Pirates} type Character with a cost of 4 or less other than [Gecko Moria] from your trash to your hand.",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-004_p1,"Gecko Moria","[On Play] Add up to 1 {The Seven Warlords of the Sea} or{Thriller Bark Pirates} type Character with a cost of 4 orless other than [Gecko Moria] from your trash to your hand.",SP CARD,"-TWO LEGENDS- [OP-08]"
ST03-004_p2,"Gecko Moria","[On Play] Add up to 1 {The Seven Warlords of the Sea} or {Thriller Bark Pirates} type Character with a cost of 4 or less other than [Gecko Moria] from your trash to your hand.",C,"-Blue Donquixote Doflamingo- [ST-17]"
ST03-005,"Dracule Mihawk","[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-005_p1,"Dracule Mihawk","[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cardsfrom your hand.",C,"Tournament Pack Vol.4"
ST03-005_p2,"Dracule Mihawk","[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.",C,"-Blue Donquixote Doflamingo- [ST-17]"
ST03-005_p3,"Dracule Mihawk","[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards
                    from your hand.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-005_p4,"Dracule Mihawk","[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards
                    from your hand.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-005_p5,"Dracule Mihawk","[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards
                    from your hand.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-006,"Jinbe","-",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-007,"Sentomaru","[DON!! x1] [Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 [Pacifista] with a cost of 4 or less from your deck, then shuffle your deck.",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-007_p1,"Sentomaru","[DON!! x1] [Activate: Main] [Once Per Turn] ➁ (You may restthe specified number of DON!! cards in your cost area.):Play up to 1 [Pacifista] with a cost of 4 or less from yourdeck, then shuffle your deck.",C,"Tournament Pack Vol.3"
ST03-008,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-008_p1,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)",C,"GIFT COLLECTION 2023 [GC-01]"
ST03-008_p2,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)",C,"Event Pack Vol.3"
ST03-008_p4,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-Blue Donquixote Doflamingo- [ST-17]"
ST03-008_p5,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-008_p6,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-008_p7,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-009,"Donquixote Doflamingo","[On Play] Return up to 1 Character with a cost of 7 or less to the owner's hand.",SR,"-The Seven Warlords of the Sea-[ST-03]"
ST03-009_p1,"Donquixote Doflamingo","[On Play] Return up to 1 Character with a cost of 7 or less to the owner's hand.",SP CARD,"-PILLARS OF STRENGTH- [OP03]"
ST03-010,"Bartholomew Kuma","[On Play] Look at 3 cards from the top of your deck and return them to the top or bottom of the deck in any order.",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-011,"Buggy","-",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-012,"Pacifista","-",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-013,"Boa Hancock","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-013_p1,"Boa Hancock","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-013_p2,"Boa Hancock","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-013_p3,"Boa Hancock","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-013_p4,"Boa Hancock","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST03-014,"Marshall.D.Teach","[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-014_p1,"Marshall.D.Teach","[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.",C,"Included in Online Regional Participation Pack Vol.1"
ST03-015,"Sables","[Main] Return up to 1 Character with a cost of 7 or less to the owner's hand.",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-016,"Thrust Pad Cannon","[Counter] Return up to 1 Character with a cost of 3 or less to the owner's hand.",C,"-The Seven Warlords of the Sea-[ST-03]"
ST03-017,"Love-Love Mellow","[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, draw 1 card if you have 3 or less cards in your hand.",C,"-The Seven Warlords of the Sea-[ST-03]"
ST04-001,"Kaido","[Activate: Main] [Once Per Turn] DON!! −7 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Trash up to 1 of your opponent's Life cards.",L,"-Animal Kingdom Pirates-[ST-04]"
ST04-002,"Ulti","[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Page One] card with a cost of 4 or less from your hand.",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-003,"Kaido","[On Play] DON!! −5 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 6 or less. This Character gains [Rush] during this turn.<br>(This card can attack on the turn in which it is played.)",SR,"-Animal Kingdom Pirates-[ST-04]"
ST04-003_p1,"Kaido","[On Play] DON!! −5 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 6 or less. This Character gains [Rush] during this turn.<br>(This card can attack on the turn in which it is played.)",SP CARD,"-PILLARS OF STRENGTH- [OP03]"
ST04-003_p2,"Kaido","[On Play] DON!! −5 (You may return the specified number ofDON!! cards from your field to your DON!! deck.): K.O. up to1 of your opponent's Characters with a cost of 6 or less.This Character gains [Rush] during this turn.<br>(Thiscard can attack on the turn in which it is played.)",SR,"Tournament Pack Vol.5"
ST04-003_p3,"Kaido","[On Play] DON!! −5 (You may return the specified number of
                    DON!! cards from your field to your DON!! deck.): K.O. up to
                    1 of your opponent's Characters with a cost of 6 or less.
                    This Character gains [Rush] during this turn.<br>(This
                    card can attack on the turn in which it is played.)",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST04-003_p4,"Kaido","[On Play] DON!! −5 (You may return the specified number of
                    DON!! cards from your field to your DON!! deck.): K.O. up to
                    1 of your opponent's Characters with a cost of 6 or less.
                    This Character gains [Rush] during this turn.<br>(This
                    card can attack on the turn in which it is played.)",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST04-004,"King","[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",SR,"-Animal Kingdom Pirates-[ST-04]"
ST04-005,"Queen","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-005_p1,"Queen","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)<br>[OnPlay] DON!! −1 (You may return the specified number of DON!!cards from your field to your DON!! deck.): Draw 2 cards andtrash 1 card from your hand.",SP CARD,"-TWO LEGENDS- [OP-08]"
ST04-005_p2,"Queen","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)<br>[On
                    Play] DON!! −1 (You may return the specified number of DON!!
                    cards from your field to your DON!! deck.): Draw 2 cards and
                    trash 1 card from your hand.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST04-005_p3,"Queen","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)<br>[On
                    Play] DON!! −1 (You may return the specified number of DON!!
                    cards from your field to your DON!! deck.): Draw 2 cards and
                    trash 1 card from your hand.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST04-005_p4,"Queen","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)<br>[On
                    Play] DON!! −1 (You may return the specified number of DON!!
                    cards from your field to your DON!! deck.): Draw 2 cards and
                    trash 1 card from your hand.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST04-006,"Sasaki","[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 1 card.",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-007,"Sheepshead","-",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-008,"Jack","[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as active.",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-008_p1,"Jack","[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as active.",C,"Included in Online Regional Participation Pack Vol.1"
ST04-009,"Ginrummy","-",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-010,"Who's.Who","[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-010_p1,"Who's.Who","[On Play] DON!! −1 (You may return the specified number ofDON!! cards from your field to your DON!! deck.): K.O. up to1 of your opponent's Characters with a cost of 3 or less.",C,"Tournament Pack Vol.3"
ST04-011,"Black Maria","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-011_p1,"Black Maria","[Blocker] (After your opponent declares an attack, you mayrest this card to make it the new target of the attack.)",C,"Tournament Pack Vol.2"
ST04-012,"Page One","-",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-013,"X.Drake","-",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-014,"Lead Performer "Disaster"","[Main] Draw 1 card, then add up to 1 DON!! card from your DON!! deck and set it as active.",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-015,"Brachio Bomber","[Main] K.O. up to 1 of your opponent's Characters with a cost of 6 or less, then add up to 1 DON!! card from your DON!! deck and set it as active.",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-016,"Blast Breath","[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +4000 power during this battle.",C,"-Animal Kingdom Pirates-[ST-04]"
ST04-016_p1,"Blast Breath","[Counter] DON!! −1 (You may return the specified number of
                    DON!! cards from your field to your DON!! deck.): Up to 1 of
                    your Leader or Character cards gains +4000 power during this
                    battle.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST04-016_p2,"Blast Breath","[Counter] DON!! −1 (You may return the specified number of
                    DON!! cards from your field to your DON!! deck.): Up to 1 of
                    your Leader or Character cards gains +4000 power during this
                    battle.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST04-016_p3,"Blast Breath","[Counter] DON!! −1 (You may return the specified number of
                    DON!! cards from your field to your DON!! deck.): Up to 1 of
                    your Leader or Character cards gains +4000 power during this
                    battle.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST04-017,"Onigashima Island","[Activate: Main] You may rest this Stage: If your Leader has the {Animal Kingdom Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.",C,"-Animal Kingdom Pirates-[ST-04]"
ST05-001,"Shanks","[Activate: Main] [Once Per Turn] DON!! −3 (You may return the specified number of DON!! cards from your field to your DON!! deck.): All of your {FILM} type Characters gain +2000 power during this turn.",L,"ONE PIECE FILM edition [ST-05]"
